strain 	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
Timor-Leste28/2020	ncov	?	MT612293	2020-04-18	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29812	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612293	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL23/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste29/2020	ncov	?	MT612294	2020-04-17	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29804	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612294	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL22/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Arkansas/1/2020	ncov	?	MT477835	2020-03-15	North America	USA	Arkansas		North America	USA	Arkansas	genome	29850	Homo sapiens	?	?	?	?	DeRonde,S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MTMT477835	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK003/2020, complete genome	2020-03-15
Arizona/1/2020	ncov	?	MT325561	2020-03-09	North America	USA	Arizona		North America	USA	Arizona	genome	29882	Homo sapiens	?	?	?	?	Li,Y., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT325561	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ_8132/2020, complete genome	2020-03-09
California/1/2020	ncov	?	MT671810	2020-03-25	North America	USA	California		North America	USA	California	genome	29863	Homo sapiens	?	?	?	?	Pinsky,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT671810	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1751/2020, complete genome	2020-03-25
California/2/2020	ncov	?	MT671820	2020-03-13	North America	USA	California		North America	USA	California	genome	29899	Homo sapiens	?	?	?	?	Pinsky,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT671820	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1766/2020, complete genome	2020-03-13
California/3/2020	ncov	?	MT628083	2020-04-26	North America	USA	California		North America	USA	California	genome	29813	Homo sapiens	?	?	?	?	CZB Cliahub Consortium,C.C.C.	https://www.ncbi.nlm.nih.gov/nuccore/MT628083	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1284/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-26
California/4/2020	ncov	?	MT499200	2020-03-17	North America	USA	California		North America	USA	California	genome	29863	Homo sapiens	?	?	?	?	Pinsky,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT499200	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1225/2020, complete genome	2020-03-17
California/5/2020	ncov	?	MT499203	2020-03-17	North America	USA	California		North America	USA	California	genome	29903	Homo sapiens	?	?	?	?	Pinsky,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT499203	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1228/2020, complete genome 	2020-03-17
Connecticut/1/2020	ncov	?	MT461624	2020-03-30	North America	USA	Connecticut		North America	USA	Connecticut	genome	29891	Homo sapiens	?	?	?	?	Roychoudhury,P., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT461624	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4237/2020, complete genome	2020-03-30
DC/1/2020	ncov	?	MT472627	2020-03-08	North America	USA	Maryland	Washington DC	North America	USA	USA	genome	29882	Homo sapiens	?	?	?	?	Queen,K., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT472627	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DC-CDC-0019/2020, complete genome	2020-03-08
Florida/1/2020	ncov	?	MT703957	2020-03-07	North America	USA	Florida		North America	USA	Florida	genome	29824	Homo sapiens	?	?	?	?	Schmedes,S., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT703957	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-0139/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-07
Georgia/1/2020	ncov	?	MT614528	2020-03-13	North America	USA	Georgia		North America	USA	Georgia	genome	29782	Homo sapiens	?	?	?	?	Rosenthal,S.H., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT614528	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA-QDX-115/2020, complete genome	2020-03-13
Idaho/1/2020	ncov	?	MT461635	2020-04-02	North America	USA	Idaho		North America	USA	Idaho	genome	29852	Homo sapiens	?	?	?	?	Roychoudhury,P., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT461635	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-6466/2020, complete genome	2020-04-02
Illinois/1/2020	ncov	?	MT506899	2020-04-18	North America	USA	Illinois		North America	USA	Illinois	genome	29782	Homo sapiens	?	?	?	?	Moreno,G., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506899	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-360/2020, complete genome	2020-04-18
Kentucky/1/2020	ncov	?	MT365027	2020-03-18	North America	USA	Kentucky		North America	USA	Kentucky	genome	29888	Homo sapiens	?	?	?	?	Rouchka,E.C., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT365027	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/USA-KY-9E09/2020, complete genome	2020-03-18
Massachusetts/2/2020	ncov	?	MT325631	2020-03-05	North America	USA	Massachusetts		North America	USA	Massachusetts	genome	29882	Homo sapiens	?	?	?	?	Tao,Y., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT325631	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9703/2020, complete genome	2020-03-05
Maryland/1/2020	ncov	?	MT614536	2020-03-13	North America	USA	Maryland		North America	USA	Maryland	genome	29782	Homo sapiens	?	?	?	?	Rosenthal,S.H., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT614536	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-QDX-113/2020, complete genome	2020-03-13
Michigan/1/2020	ncov	?	MT439270	2020-03-23	North America	USA	Michigan		North America	USA	Michigan	genome	29816	Homo sapiens	?	?	?	?	Blankenship,H.M., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439270	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20183/2020, complete genome	2020-03-23
Massachusetts/1/2020	ncov	?	MT520318	2020-04-01	North America	USA	Massachusetts		North America	USA	Massachusetts	genome	29834	Homo sapiens	?	?	?	?	Lemieux,J.E., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT520318	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00270/2020, complete genome	2020-04-01
Michigan/2/2020	ncov	?	MT506566	2020-04-02	North America	USA	Michigan		North America	USA	Michigan	genome	29806	Homo sapiens	?	?	?	?	Blankenship,H.M., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT506566	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20308/2020, complete genome	2020-04-02
NewYork/1/2020	ncov	?	MT679199	2020-03-18	North America	USA	New York		North America	USA	New York	genome	29873	Homo sapiens	?	?	?	?	Roder,A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT679199	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NYU-VC-009a/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-18
NewYork/2/2020	ncov	?	MT614503	2020-03-16	North America	USA	New York		North America	USA	New York	genome	29782	Homo sapiens	?	?	?	?	Rosenthal,S.H., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT614503	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-QDX-72/2020, complete genome	2020-03-16
Oregon/1/2020	ncov	?	MT358661	2020-03-31	North America	USA	Oregon		North America	USA	Oregon	genome	29873	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT358661	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-4300/2020, complete genome	2020-03-31
Pennsylvania/1/2020	ncov	?	MT325599	2020-03-05	North America	USA	Pennsylvania		North America	USA	Pennsylvania	genome	29882	Homo sapiens	?	?	?	?	Li,Y., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT325599	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_1802/2020, complete genome	2020-03-05
Texas/1/2020	ncov	?	MT304491	2020-03-01	North America	USA	Texas		North America	USA	Texas	genome	29882	Homo sapiens	?	?	?	?	Queen,K., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT304491	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX_2967/2020, complete genome	2020-03-01
Utah/1/2020	ncov	?	MT614559	2020-03-13	North America	USA	Utah		North America	USA	Utah	genome	29782	Homo sapiens	?	?	?	?	Rosenthal,S.H., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT614559	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-QDX-131/2020, complete genome	2020-03-13
Virginia/1/2020	ncov	?	MT482134	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29848	Homo sapiens	?	?	?	?	Fink,L.	https://www.ncbi.nlm.nih.gov/nuccore/MT482134	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0154/2020, complete genome	2020-04-01
Washington/1/2020	ncov	?	MT461626	2020-03-31	North America	USA	Washington		North America	USA	Washington	genome	29899	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT461626	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4270/2020, complete genome	2020-03-31
Washington/2/2020	ncov	?	MT252692	2020-03-11	North America	USA	Washington		North America	USA	Washington	genome	29499	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT252692	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW93/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-11
Brazil/1/2020	ncov	?	MT350282	2020-03-18	South America	Brazil			South America	Brazil	Brazil	genome	29903	Homo sapiens	?	?	?	?	Malta,F., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT350282	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP02cc/2020, complete genome	2020-03-18
Chile/1/2020	ncov	?	MT670013	2020-03-14	South America	Chile			South America	Chile	Chile	genome	29782	Homo sapiens	?	?	?	?	Gaete,A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT670013	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/2020-23741/2020, complete genome	2020-03-14
Chile/2/2020	ncov	?	MT670015	2020-03-12	South America	Chile			South America	Chile	Chile	genome	29782	Homo sapiens	?	?	?	?	Gaete,A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT670015	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/2020-25343/2020, complete genome	2020-03-12
Chile/3/2020	ncov	?	MT670017	2020-03-18	South America	Chile			South America	Chile	Chile	genome	29782	Homo sapiens	?	?	?	?	Gaete,A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT670017	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/2020-26347/2020, complete genome	2020-03-18
Chile/4/2020	ncov	?	MT670019	2020-03-15	South America	Chile			South America	Chile	Chile	genome	29782	Homo sapiens	?	?	?	?	Gaete,A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT670019	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/2020-27991/2020, complete genome	2020-03-15
Chile/5/2020	ncov	?	MT670021	2020-03-21	South America	Chile			South America	Chile	Chile	genome	29782	Homo sapiens	?	?	?	?	Gaete,A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT670021	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/2020-29192/2020, complete genome	2020-03-21
Chile/6/2020	ncov	?	MT670023	2020-03-27	South America	Chile			South America	Chile	Chile	genome	29782	Homo sapiens	?	?	?	?	Gaete,A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT670023	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/2020-32205/2020, complete genome	2020-03-27
Colombia/1/2020	ncov	?	MT256924	2020-03-11	South America	Colombia		Antioquia	South America	Colombia	Colombia	genome	29782	Homo sapiens	?	?	?	?	Mercado-Reyes,M.M., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT256924	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/COL/79256_Antioquia/2020, complete genome	2020-03-11
Peru/1/2020	ncov	?	MT263074	2020-03-10	South America	Peru			South America	Peru	Peru	genome	29856	Homo sapiens	?	?	?	?	Padilla-Rojas,C.P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT263074	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/Peru-10/2020, complete genome	2020-03-10
Uruguay/1/2020	ncov	?	MT466071	2020-03-13	South America	Uruguay			South America	Uruguay	Uruguay	genome	29903	Homo sapiens	?	?	?	?	Panzera,Y., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT466071	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/URY/Mdeo-1/2020, complete genome	2020-03-13
Italy/1/2020	ncov	?	MT682732	2020-04-20	Europe	Italy			Europe	Italy	Italy	genome	29860	Homo sapiens	?	?	?	?	Zollo,M., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT682732	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/Naples/2020, complete genome	2020-04-20
Italy/2/2020	ncov	?	MT622321	2020-04-12	Europe	Italy			Europe	Italy	Italy	genome	29835	Homo sapiens	?	?	?	?	Piras,G., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT622321	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/Sardinia, Nuoro/2020, complete genome	2020-04-12
Italy/3/2020	ncov	?	MT531537	2020-03-01	Europe	Italy			Europe	Italy	Italy	genome	29901	Homo sapiens	?	?	?	?	Cusi,M.G., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT531537	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/Siena-1/2020, complete genome	2020-03-01
Italy/4/2020	ncov	?	MT077125	2020-01-31	Europe	Italy			Europe	Italy	Italy	genome	29785	Homo sapiens	?	?	?	?	Capobianchi,M.R., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT077125	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI1/2020, complete genome	2020-01-31
Italy/5/2020	ncov	?	MT066156	2020-01-30	Europe	Italy			Europe	Italy	Italy	genome	29867	Homo sapiens	?	?	?	?	Capobianchi,M.R., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT066156	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI1/2020, complete genome	2020-01-30
Italy/6/2020	ncov	?	MT525950	2020-03-01	Europe	Italy		Lazio	Europe	Italy	Italy	genome	29760	Homo sapiens	?	?	?	?	Bartolini,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT525950	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI3/2020, complete genome	2020-03-01
Italy/7/2020	ncov	?	MT527178	2020-02-28	Europe	Italy		Lazio	Europe	Italy	Italy	genome	29760	Homo sapiens	?	?	?	?	Bartolini,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT527178	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI4/2020, complete genome	2020-02-28
Italy/8/2020	ncov	?	MT527184	2020-03-23	Europe	Italy		Lazio	Europe	Italy	Italy	genome	29834	Homo sapiens	?	?	?	?	Bartolini,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT527184	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI6/2020, complete genome	2020-03-23
Italy/9/2020	ncov	?	MT528235	2020-03-23	Europe	Italy		Lazio	Europe	Italy	Italy	genome	29818	Homo sapiens	?	?	?	?	Bartolini,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT528235	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI7/2020, complete genome	2020-03-23
Italy/10/2020	ncov	?	MT528237	2020-03-07	Europe	Italy		Lazio	Europe	Italy	Italy	genome	29834	Homo sapiens	?	?	?	?	Bartolini,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT528237	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI8/2020, complete genome	2020-03-07
Italy/11/2020	ncov	?	MT528238	2020-03-23	Europe	Italy		Lazio	Europe	Italy	Italy	genome	29834	Homo sapiens	?	?	?	?	Bartolini,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT528238	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI9/2020, complete genome	2020-03-23
Italy/12/2020	ncov	?	MT528239	2020-03-04	Europe	Italy		Lazio	Europe	Italy	Italy	genome	29834	Homo sapiens	?	?	?	?	Bartolini,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT528239	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI10/2020, complete genome	2020-03-04
Spain/1/2020	ncov	?	MT359865	2020-03-15	Europe	Spain			Europe	Spain	Spain	genome	29890	Homo sapiens	?	?	?	?	Andres,C., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT359865	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/VH000001133/2020, complete genome	2020-03-15
Spain/2/2020	ncov	?	MT292569	2020-03-09	Europe	Spain			Europe	Spain	Spain	genome	29782	Homo sapiens	?	?	?	?	Bracho,M.A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT292569	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia13/2020, complete genome	2020-03-09
Spain/3/2020	ncov	?	MT292571	2020-03-09	Europe	Spain			Europe	Spain	Spain	genome	29782	Homo sapiens	?	?	?	?	Bracho,M.A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT292571	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia12/2020, complete genome	2020-03-09
Spain/4/2020	ncov	?	MT292573	2020-03-09	Europe	Spain			Europe	Spain	Spain	genome	29782	Homo sapiens	?	?	?	?	Bracho,M.A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT292573	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia14/2020, complete genome	2020-03-09
Spain/5/2020	ncov	?	MT292575	2020-03-10	Europe	Spain			Europe	Spain	Spain	genome	29782	Homo sapiens	?	?	?	?	Bracho,M.A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT292575	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia16/2020, complete genome	2020-03-10
Spain/6/2020	ncov	?	MT292577	2020-03-08	Europe	Spain			Europe	Spain	Spain	genome	29782	Homo sapiens	?	?	?	?	Bracho,M.A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT292577	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia19/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-08
Spain/7/2020	ncov	?	MT292579	2020-03-09	Europe	Spain			Europe	Spain	Spain	genome	29782	Homo sapiens	?	?	?	?	Bracho,M.A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT292579	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia22/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-09
Spain/8/2020	ncov	?	MT292581	2020-02-27	Europe	Spain			Europe	Spain	Spain	genome	29782	Homo sapiens	?	?	?	?	Bracho,M.A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT292581	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia23/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-02-27
